ID,Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Air_Quality
791,01-03-2024,Chennai,347,243,343,100,74,2.07,173,Very Poor
792,02-03-2024,Kolkata,215,168,197,66,71,1.18,32,Poor
793,03-03-2024,Delhi,192,167,207,57,35,0.87,12,Moderate
794,04-03-2024,Kolkata,231,277,89,49,38,2.22,12,Poor
795,05-03-2024,Kanpur,252,254,173,6,57,3.63,162,Poor
796,06-03-2024,Bhopal,166,13,300,52,26,1.97,153,Moderate
797,07-03-2024,Patna,221,212,147,25,51,3.76,66,Poor
798,08-03-2024,Patna,207,50,236,85,32,2.42,166,Poor
799,09-03-2024,Kanpur,308,155,352,100,70,3.68,115,Very Poor
800,10-03-2024,Hyderabad,106,45,113,22,39,0.67,126,Moderate
801,11-03-2024,Lucknow,259,241,159,94,64,1.01,14,Poor
802,12-03-2024,Patna,149,35,293,7,25,4.38,82,Moderate
803,13-03-2024,Delhi,185,74,386,61,3,1.2,48,Moderate
804,14-03-2024,Jaipur,254,262,131,48,55,1.54,137,Poor
805,15-03-2024,Delhi,310,247,376,106,6,1.62,47,Very Poor
806,16-03-2024,Patna,183,146,220,14,71,2.22,59,Moderate
807,17-03-2024,Kanpur,176,205,26,20,33,1.85,123,Moderate
808,18-03-2024,Kolkata,129,27,121,63,14,2.44,63,Moderate
809,19-03-2024,Chennai,239,209,368,44,43,0.88,20,Poor
810,20-03-2024,Jaipur,244,276,82,37,63,2.95,60,Poor
811,21-03-2024,Jaipur,156,36,361,32,16,1.21,121,Moderate
812,22-03-2024,Kanpur,174,17,105,106,37,2.71,111,Moderate
813,23-03-2024,Jaipur,138,14,41,79,62,3.16,49,Moderate
814,24-03-2024,Jaipur,135,55,147,25,65,0.59,168,Moderate
815,25-03-2024,Lucknow,115,40,50,50,21,3.22,37,Moderate
816,26-03-2024,Kolkata,270,259,139,45,73,3.59,98,Poor
817,27-03-2024,Patna,175,108,30,93,50,1.74,44,Moderate
818,28-03-2024,Kolkata,217,30,268,95,58,2.6,148,Poor
819,29-03-2024,Patna,201,107,310,28,71,1.69,129,Poor
820,30-03-2024,Patna,223,293,102,13,69,0.87,85,Poor
821,31-03-2024,Bhopal,299,287,207,63,2,3.54,139,Poor
822,01-04-2024,Jaipur,189,104,29,84,48,3.54,71,Moderate
823,02-04-2024,Chennai,203,42,357,73,51,1.02,137,Poor
824,03-04-2024,Mumbai,194,88,333,41,43,1.96,92,Moderate
825,04-04-2024,Lucknow,173,59,287,89,10,0.39,43,Moderate
826,05-04-2024,Hyderabad,85,26,123,18,64,1.02,18,Satisfactory
827,06-04-2024,Patna,310,208,356,67,69,2.88,161,Very Poor
828,07-04-2024,Kanpur,144,35,207,33,79,3.29,13,Moderate
829,08-04-2024,Jaipur,237,261,60,64,9,1.75,116,Poor
830,09-04-2024,Patna,147,39,335,39,69,0.37,28,Moderate
831,10-04-2024,Chennai,131,49,130,71,14,0.64,69,Moderate
832,11-04-2024,Lucknow,232,207,117,29,69,3.02,155,Poor
833,12-04-2024,Jaipur,325,295,305,58,15,3.5,157,Very Poor
834,13-04-2024,Lucknow,337,244,379,90,56,4,52,Very Poor
835,14-04-2024,Hyderabad,318,291,225,69,45,3.03,146,Very Poor
836,15-04-2024,Jaipur,310,236,200,120,42,2.57,93,Very Poor
837,16-04-2024,Chennai,299,221,344,60,43,2.82,154,Poor
838,17-04-2024,Jaipur,262,119,212,103,72,4.18,75,Poor
839,18-04-2024,Hyderabad,264,241,249,55,2,3.32,82,Poor
840,19-04-2024,Kanpur,111,18,285,22,40,0.23,66,Moderate
841,20-04-2024,Chennai,254,171,31,103,37,4.15,140,Poor
842,21-04-2024,Patna,109,89,68,9,60,1.73,45,Moderate
843,22-04-2024,Mumbai,230,197,318,36,31,1.3,86,Poor
844,23-04-2024,Lucknow,257,214,311,32,11,3.31,133,Poor
845,24-04-2024,Hyderabad,345,259,373,94,75,3.72,34,Very Poor
846,25-04-2024,Jaipur,213,163,39,98,75,1.84,24,Poor
847,26-04-2024,Hyderabad,246,188,242,58,17,3.94,68,Poor
848,27-04-2024,Delhi,207,15,344,104,50,0.43,144,Poor
849,28-04-2024,Lucknow,242,173,296,77,21,1.61,66,Poor
850,29-04-2024,Hyderabad,260,35,364,98,52,4.38,162,Poor
851,30-04-2024,Lucknow,227,268,66,33,57,1.45,110,Poor
852,01-05-2024,Chennai,138,77,192,15,62,2.66,22,Moderate
853,02-05-2024,Lucknow,197,214,154,15,53,2.36,43,Moderate
854,03-05-2024,Kanpur,282,256,306,30,64,1.9,156,Poor
855,04-05-2024,Patna,333,297,335,99,69,1.26,28,Very Poor
856,05-05-2024,Bhopal,277,230,185,92,75,0.59,115,Poor
857,06-05-2024,Delhi,226,197,198,29,43,1.68,177,Poor
858,07-05-2024,Hyderabad,229,166,106,49,80,3.73,123,Poor
859,08-05-2024,Lucknow,139,84,245,10,31,1.06,105,Moderate
860,09-05-2024,Lucknow,169,53,77,99,8,1.25,168,Moderate
861,10-05-2024,Delhi,168,157,27,48,16,1.51,130,Moderate
862,11-05-2024,Chennai,256,179,127,99,70,1.11,149,Poor
863,12-05-2024,Bhopal,224,142,300,66,20,3.19,14,Poor
864,13-05-2024,Hyderabad,201,279,42,37,23,0.46,61,Poor
865,14-05-2024,Patna,176,148,47,64,3,0.49,179,Moderate
866,15-05-2024,Bhopal,203,194,75,7,39,3.93,176,Poor
867,16-05-2024,Hyderabad,234,128,214,70,14,4.09,134,Poor
868,17-05-2024,Chennai,233,282,65,28,27,2.35,127,Poor
869,18-05-2024,Bhopal,110,21,40,36,69,1.51,135,Moderate
870,19-05-2024,Kanpur,138,90,29,49,47,1.73,87,Moderate
871,20-05-2024,Delhi,304,266,161,108,9,2.89,109,Very Poor
872,21-05-2024,Lucknow,251,294,163,33,21,1.67,110,Poor
873,22-05-2024,Kanpur,244,54,393,53,68,4.33,166,Poor
874,23-05-2024,Hyderabad,246,223,143,78,21,2.03,89,Poor
875,24-05-2024,Hyderabad,223,178,249,74,18,1.09,45,Poor
876,25-05-2024,Chennai,368,287,370,107,27,3.91,89,Very Poor
877,26-05-2024,Lucknow,236,79,240,103,20,3.02,154,Poor
878,27-05-2024,Lucknow,229,172,54,76,70,4.28,40,Poor
879,28-05-2024,Bhopal,242,172,94,98,5,3.49,115,Poor
880,29-05-2024,Mumbai,242,165,246,100,37,0.85,58,Poor
881,30-05-2024,Hyderabad,153,77,114,8,80,2.85,165,Moderate
882,31-05-2024,Mumbai,217,128,325,34,31,3.16,101,Poor
883,01-06-2024,Jaipur,280,254,88,69,79,2.22,176,Poor
884,02-06-2024,Kanpur,187,104,218,67,62,0.79,59,Moderate
885,03-06-2024,Kanpur,206,26,229,102,3,4.18,115,Poor
886,04-06-2024,Hyderabad,165,113,124,13,24,4.19,122,Moderate
887,05-06-2024,Bhopal,323,260,372,46,60,4.02,119,Very Poor
888,06-06-2024,Hyderabad,230,31,331,99,50,3.3,110,Poor
889,07-06-2024,Kolkata,320,284,288,87,6,2.44,125,Very Poor
890,08-06-2024,Chennai,145,31,145,71,70,1.9,20,Moderate
891,09-06-2024,Bhopal,279,208,284,102,8,1.02,122,Poor
892,10-06-2024,Delhi,227,165,166,64,23,2.02,166,Poor
893,11-06-2024,Mumbai,257,274,92,64,59,0.59,138,Poor
894,12-06-2024,Jaipur,262,102,319,119,71,0.78,115,Poor
895,13-06-2024,Kolkata,205,240,32,27,60,2.74,61,Poor
896,14-06-2024,Mumbai,142,56,148,46,22,3.29,41,Moderate
897,15-06-2024,Chennai,201,68,381,62,48,0.57,108,Poor
898,16-06-2024,Jaipur,177,91,213,75,50,0.39,53,Moderate
899,17-06-2024,Lucknow,337,299,357,115,21,0.9,47,Very Poor
900,18-06-2024,Patna,170,36,234,44,41,3.34,124,Moderate
901,19-06-2024,Hyderabad,213,102,80,120,18,4.33,10,Poor
902,20-06-2024,Delhi,213,139,26,63,65,3.88,149,Poor
903,21-06-2024,Bhopal,263,262,141,32,77,3.04,126,Poor
904,22-06-2024,Patna,250,236,60,81,78,0.23,150,Poor
905,23-06-2024,Jaipur,232,295,126,11,25,0.84,177,Poor
906,24-06-2024,Patna,189,28,94,114,6,3.07,164,Moderate
907,25-06-2024,Lucknow,146,179,64,11,15,1.99,55,Moderate
908,26-06-2024,Lucknow,295,155,332,89,78,2.66,153,Poor
909,27-06-2024,Jaipur,250,243,316,51,6,0.6,86,Poor
910,28-06-2024,Mumbai,296,198,214,109,10,3.46,150,Poor
911,29-06-2024,Jaipur,202,159,261,22,17,3.19,80,Poor
912,30-06-2024,Delhi,316,279,231,72,28,3.19,166,Very Poor
913,01-07-2024,Hyderabad,265,65,312,98,69,4.44,133,Poor
914,02-07-2024,Hyderabad,248,157,238,82,42,1.32,157,Poor
915,03-07-2024,Kolkata,258,191,86,83,74,2.33,171,Poor
916,04-07-2024,Kanpur,300,262,112,118,80,1.2,84,Poor
917,05-07-2024,Kanpur,82,10,80,8,61,2.89,40,Satisfactory
918,06-07-2024,Kanpur,229,222,231,10,44,1.7,173,Poor
919,07-07-2024,Patna,130,15,347,30,38,1.29,27,Moderate
920,08-07-2024,Jaipur,253,163,279,75,43,3.5,39,Poor
921,09-07-2024,Lucknow,268,184,222,97,74,2.85,17,Poor
922,10-07-2024,Kolkata,262,109,189,111,45,4.17,132,Poor
923,11-07-2024,Chennai,154,28,350,22,63,0.87,127,Moderate
924,12-07-2024,Chennai,288,181,256,105,54,4.19,24,Poor
925,13-07-2024,Kanpur,262,163,309,97,42,2.59,14,Poor
926,14-07-2024,Jaipur,163,179,201,13,21,1.41,17,Moderate
927,15-07-2024,Lucknow,282,202,340,73,23,2.66,109,Poor
928,16-07-2024,Bhopal,206,69,177,95,42,3.25,79,Poor
929,17-07-2024,Kanpur,220,54,274,117,32,1.8,87,Poor
930,18-07-2024,Kanpur,222,278,174,27,16,1.81,19,Poor
931,19-07-2024,Lucknow,198,57,247,69,5,3.64,138,Moderate
932,20-07-2024,Lucknow,199,107,194,66,69,1.53,93,Moderate
933,21-07-2024,Kolkata,179,60,284,91,18,1.08,19,Moderate
934,22-07-2024,Delhi,318,208,385,115,68,0.7,89,Very Poor
935,23-07-2024,Patna,160,54,190,64,7,0.64,178,Moderate
936,24-07-2024,Jaipur,209,21,315,102,41,2.95,63,Poor
937,25-07-2024,Mumbai,172,112,118,41,37,2.49,122,Moderate
938,26-07-2024,Chennai,165,149,96,25,37,0.69,169,Moderate
939,27-07-2024,Patna,232,273,72,31,71,1.71,91,Poor
940,28-07-2024,Mumbai,251,82,380,107,38,2.67,53,Poor
941,29-07-2024,Lucknow,289,169,333,119,45,2.52,22,Poor
942,30-07-2024,Mumbai,173,24,261,120,8,0.66,23,Moderate
943,31-07-2024,Kolkata,277,228,220,27,78,4.03,171,Poor
944,01-08-2024,Mumbai,239,192,179,47,27,3.27,146,Poor
945,02-08-2024,Mumbai,269,248,310,21,13,3.7,129,Poor
946,03-08-2024,Lucknow,284,243,178,92,61,2.22,67,Poor
947,04-08-2024,Jaipur,231,142,206,55,25,3.21,180,Poor
948,05-08-2024,Jaipur,205,176,252,67,5,0.48,38,Poor
949,06-08-2024,Hyderabad,309,255,256,113,23,1.41,99,Very Poor
950,07-08-2024,Jaipur,168,75,280,18,53,3.72,37,Moderate
951,08-08-2024,Hyderabad,287,294,352,14,40,2.49,112,Poor
952,09-08-2024,Bhopal,268,221,142,84,33,2.56,133,Poor
953,10-08-2024,Hyderabad,152,43,194,31,77,2.05,121,Moderate
954,11-08-2024,Hyderabad,251,185,298,93,32,0.94,29,Poor
955,12-08-2024,Mumbai,284,259,78,80,78,2.19,152,Poor
956,13-08-2024,Hyderabad,204,237,110,44,53,0.5,37,Poor
957,14-08-2024,Hyderabad,211,204,187,68,9,0.59,45,Poor
958,15-08-2024,Bhopal,139,10,95,89,21,2.15,84,Moderate
959,16-08-2024,Bhopal,212,238,120,31,42,1.49,87,Poor
960,17-08-2024,Bhopal,226,186,65,79,3,2.83,140,Poor
961,18-08-2024,Delhi,141,75,170,12,49,4.07,23,Moderate
962,19-08-2024,Bhopal,268,296,203,19,38,3.92,70,Poor
963,20-08-2024,Chennai,268,211,340,45,50,1.95,121,Poor
964,21-08-2024,Bhopal,209,118,359,27,62,0.8,152,Poor
965,22-08-2024,Lucknow,227,194,233,24,38,4.49,42,Poor
966,23-08-2024,Bhopal,124,15,56,87,4,0.82,134,Moderate
967,24-08-2024,Bhopal,158,79,63,22,55,3.9,164,Moderate
968,25-08-2024,Bhopal,224,102,252,70,56,2.57,125,Poor
969,26-08-2024,Kolkata,221,191,135,28,56,2.8,157,Poor
970,27-08-2024,Hyderabad,257,131,384,69,36,1.97,149,Poor
971,28-08-2024,Mumbai,178,197,37,9,74,2.28,104,Moderate
972,29-08-2024,Patna,282,256,373,15,20,3.34,144,Poor
973,30-08-2024,Kanpur,259,248,284,15,68,4.03,32,Poor
974,31-08-2024,Hyderabad,337,251,342,99,11,3.14,148,Very Poor
975,01-09-2024,Kolkata,200,169,333,11,45,2.5,12,Moderate
976,02-09-2024,Bhopal,337,242,282,120,62,2.67,94,Very Poor
977,03-09-2024,Patna,205,190,170,42,23,0.35,162,Poor
978,04-09-2024,Delhi,265,298,153,12,62,2.69,156,Poor
979,05-09-2024,Lucknow,248,159,397,84,5,1.43,31,Poor
980,06-09-2024,Patna,293,268,59,113,37,1.28,167,Poor
981,07-09-2024,Lucknow,175,150,151,6,16,2.8,161,Moderate
982,08-09-2024,Kolkata,281,238,209,108,24,1.32,70,Poor
983,09-09-2024,Lucknow,225,102,290,115,6,1.67,31,Poor
984,10-09-2024,Kolkata,244,88,273,101,54,3.51,70,Poor
985,11-09-2024,Mumbai,168,95,127,78,46,0.43,77,Moderate
986,12-09-2024,Chennai,154,36,105,64,53,2.25,131,Moderate
987,13-09-2024,Chennai,228,129,214,92,51,2.24,47,Poor
988,14-09-2024,Chennai,208,232,26,41,59,1.84,90,Poor
989,15-09-2024,Hyderabad,168,31,69,73,47,4.31,120,Moderate
990,16-09-2024,Hyderabad,206,149,191,39,36,3.65,75,Poor
991,17-09-2024,Kanpur,313,210,256,103,32,3.36,160,Very Poor
992,18-09-2024,Delhi,274,276,192,91,25,1.55,12,Poor
993,19-09-2024,Jaipur,126,44,26,57,14,2.46,124,Moderate
994,20-09-2024,Hyderabad,195,122,391,41,34,1.03,16,Moderate
995,21-09-2024,Mumbai,189,57,49,81,29,4.29,173,Moderate
996,22-09-2024,Hyderabad,206,71,64,114,79,0.76,178,Poor
997,23-09-2024,Mumbai,188,104,76,94,25,1.29,129,Moderate
998,24-09-2024,Jaipur,320,242,161,103,56,3.18,180,Very Poor
999,25-09-2024,Bhopal,196,141,102,104,11,1.39,25,Moderate
1000,26-09-2024,Lucknow,220,208,190,12,35,4.31,77,Poor
1001,27-09-2024,Kolkata,229,235,55,67,27,2.82,55,Poor
1002,28-09-2024,Mumbai,173,65,93,74,57,1.14,174,Moderate
1003,29-09-2024,Hyderabad,239,236,386,38,15,0.35,28,Poor
1004,30-09-2024,Delhi,186,138,248,7,65,0.84,173,Moderate
1005,01-10-2024,Bhopal,167,29,360,54,36,0.85,94,Moderate
1006,02-10-2024,Mumbai,202,11,283,95,64,2.26,113,Poor
1007,03-10-2024,Mumbai,258,286,135,5,51,4.3,133,Poor
1008,04-10-2024,Delhi,315,300,294,50,44,3.13,112,Very Poor
1009,05-10-2024,Patna,172,56,207,73,45,0.55,127,Moderate
1010,06-10-2024,Kanpur,220,113,110,75,7,4.36,179,Poor
1011,07-10-2024,Kolkata,253,163,376,54,15,2.91,101,Poor
1012,08-10-2024,Delhi,171,53,343,61,26,0.8,59,Moderate
1013,09-10-2024,Patna,237,132,270,54,10,3.61,174,Poor
1014,10-10-2024,Delhi,344,265,293,111,59,4.36,14,Very Poor
1015,11-10-2024,Chennai,173,183,48,48,7,1.94,64,Moderate
1016,12-10-2024,Kanpur,349,244,367,116,70,0.84,158,Very Poor
1017,13-10-2024,Kolkata,141,46,38,99,20,2.3,14,Moderate
1018,14-10-2024,Delhi,162,33,144,94,18,0.26,171,Moderate
1019,15-10-2024,Mumbai,213,167,69,63,80,0.93,161,Poor
1020,16-10-2024,Mumbai,175,64,78,68,78,3.64,66,Moderate
1021,17-10-2024,Chennai,205,113,238,48,53,1.59,157,Poor
1022,18-10-2024,Lucknow,242,80,184,112,29,3.49,161,Poor
1023,19-10-2024,Lucknow,159,181,52,20,37,0.81,116,Moderate
1024,20-10-2024,Delhi,242,199,303,26,58,1.25,158,Poor
1025,21-10-2024,Delhi,190,78,71,106,80,1.82,50,Moderate
1026,22-10-2024,Hyderabad,162,259,61,5,2,0.97,32,Moderate
1027,23-10-2024,Lucknow,261,155,233,93,62,3.18,62,Poor
1028,24-10-2024,Hyderabad,220,148,287,62,54,1.23,54,Poor
1029,25-10-2024,Patna,156,29,325,28,65,2.83,32,Moderate
1030,26-10-2024,Chennai,186,188,234,5,73,1.21,40,Moderate
1031,27-10-2024,Kanpur,207,58,336,51,71,2.38,128,Poor
1032,28-10-2024,Kolkata,175,151,47,29,16,3.63,131,Moderate
1033,29-10-2024,Patna,169,100,101,90,7,0.43,103,Moderate
1034,30-10-2024,Delhi,203,117,242,37,44,2.85,126,Poor
1035,31-10-2024,Kolkata,154,63,399,11,70,0.96,17,Moderate
1036,01-11-2024,Hyderabad,238,273,79,14,32,3.3,161,Poor
1037,02-11-2024,Jaipur,191,176,234,30,43,1.19,38,Moderate
1038,03-11-2024,Kanpur,181,126,70,35,54,3.94,106,Moderate
1039,04-11-2024,Lucknow,186,47,261,79,64,0.43,121,Moderate
1040,05-11-2024,Kolkata,211,120,332,63,24,1.87,44,Poor
1041,06-11-2024,Delhi,193,109,343,50,36,1.07,42,Moderate
1042,07-11-2024,Bhopal,139,40,163,22,16,3.86,127,Moderate
1043,08-11-2024,Hyderabad,188,97,195,33,39,2.8,173,Moderate
1044,09-11-2024,Kolkata,215,97,315,75,31,0.57,143,Poor
1045,10-11-2024,Kanpur,232,120,322,65,61,1.4,119,Poor
1046,11-11-2024,Lucknow,220,136,187,60,76,1.16,161,Poor
1047,12-11-2024,Delhi,135,12,233,10,7,4.46,139,Moderate
1048,13-11-2024,Kolkata,278,227,291,55,63,3.68,35,Poor
1049,14-11-2024,Kanpur,251,263,143,15,73,3.44,114,Poor
1050,15-11-2024,Delhi,158,77,203,42,32,2.98,33,Moderate
1051,16-11-2024,Hyderabad,305,255,362,44,22,3.22,156,Very Poor
1052,17-11-2024,Lucknow,180,22,252,64,19,3.96,113,Moderate
1053,18-11-2024,Bhopal,263,199,340,64,2,3.9,28,Poor
1054,19-11-2024,Hyderabad,203,180,291,9,39,2.03,79,Poor
1055,20-11-2024,Hyderabad,341,287,314,106,28,3.59,30,Very Poor
1056,21-11-2024,Delhi,262,181,396,12,67,4.26,103,Poor
1057,22-11-2024,Jaipur,184,66,216,51,61,2.86,103,Moderate
1058,23-11-2024,Lucknow,222,99,351,76,10,2.61,62,Poor
1059,24-11-2024,Kanpur,244,181,142,74,16,2.99,158,Poor
1060,25-11-2024,Patna,197,125,184,50,36,2.37,118,Moderate
1061,26-11-2024,Chennai,133,37,52,52,46,2.15,138,Moderate
1062,27-11-2024,Patna,245,72,260,95,70,3.12,146,Poor
1063,28-11-2024,Mumbai,268,241,337,52,10,1.01,127,Poor
1064,29-11-2024,Mumbai,192,51,220,119,24,1.44,29,Moderate
1065,30-11-2024,Chennai,136,94,161,19,20,2.33,62,Moderate
1066,01-12-2024,Jaipur,180,21,170,58,71,4.21,131,Moderate
1067,02-12-2024,Delhi,262,225,247,99,4,1.45,26,Poor
1068,03-12-2024,Jaipur,243,128,286,87,44,1.97,97,Poor
1069,04-12-2024,Kolkata,349,258,323,90,69,3.82,123,Very Poor
1070,05-12-2024,Kanpur,198,165,310,21,41,0.94,76,Moderate
1071,06-12-2024,Kolkata,230,257,210,41,8,0.84,82,Poor
1072,07-12-2024,Lucknow,180,95,336,25,70,1.43,54,Moderate
1073,08-12-2024,Lucknow,167,92,141,19,7,4.47,157,Moderate
1074,09-12-2024,Jaipur,211,235,153,52,25,1.08,18,Poor
1075,10-12-2024,Chennai,206,186,95,52,59,2.52,51,Poor
1076,11-12-2024,Kolkata,172,164,82,8,53,4.2,47,Moderate
1077,12-12-2024,Patna,194,173,99,5,71,4.4,94,Moderate
1078,13-12-2024,Kolkata,324,252,168,101,75,3.07,154,Very Poor
1079,14-12-2024,Chennai,249,183,372,19,63,4.07,45,Poor
1080,15-12-2024,Kolkata,134,69,177,8,53,2.86,66,Moderate
1081,16-12-2024,Hyderabad,188,192,67,46,9,2.82,59,Moderate
1082,17-12-2024,Chennai,277,279,133,105,37,1.04,31,Poor
1083,18-12-2024,Kanpur,334,238,366,90,13,4.4,110,Very Poor
1084,19-12-2024,Jaipur,285,261,182,82,79,2.4,24,Poor
1085,20-12-2024,Delhi,258,213,95,96,56,1.79,105,Poor
1086,21-12-2024,Mumbai,242,155,196,49,41,4.4,153,Poor
1087,22-12-2024,Kolkata,307,120,392,118,58,3.39,116,Very Poor
1088,23-12-2024,Lucknow,258,157,103,108,56,3.33,116,Poor
1089,24-12-2024,Jaipur,133,54,93,31,40,2.24,144,Moderate
1090,25-12-2024,Patna,210,43,322,101,50,0.58,114,Poor
1091,26-12-2024,Kanpur,253,222,109,76,61,3.25,45,Poor
1092,27-12-2024,Hyderabad,191,105,215,42,72,2.31,87,Moderate
1093,28-12-2024,Lucknow,229,165,272,76,61,1.17,10,Poor
1094,29-12-2024,Patna,237,144,173,86,62,0.73,180,Poor
1095,30-12-2024,Kolkata,216,223,111,67,33,0.32,80,Poor
1096,01-01-2024,Bhopal,239,44,326,100,48,2.7,154,Poor
1097,02-01-2024,Jaipur,283,142,341,92,62,4.39,40,Poor
1098,03-01-2024,Hyderabad,327,272,395,78,4,3.83,51,Very Poor
1099,04-01-2024,Jaipur,141,39,94,45,61,3.98,44,Moderate
1100,05-01-2024,Delhi,141,93,47,39,48,2,101,Moderate
1101,06-01-2024,Lucknow,231,158,169,72,11,2.41,170,Poor
1102,07-01-2024,Patna,225,58,326,101,23,2.54,90,Poor
1103,08-01-2024,Jaipur,275,148,370,94,48,0.61,158,Poor
1104,09-01-2024,Bhopal,125,83,26,22,68,1.41,134,Moderate
1105,10-01-2024,Kanpur,157,184,103,18,29,0.86,66,Moderate
1106,11-01-2024,Mumbai,378,296,334,93,69,3.84,151,Very Poor
1107,12-01-2024,Kolkata,218,223,255,14,16,3.72,14,Poor
1108,13-01-2024,Hyderabad,251,188,179,93,48,0.8,123,Poor
1109,14-01-2024,Kanpur,222,277,195,27,40,0.32,40,Poor
1110,15-01-2024,Lucknow,168,75,375,23,31,1.52,63,Moderate
1111,16-01-2024,Bhopal,183,50,237,93,16,0.53,133,Moderate
1112,17-01-2024,Hyderabad,120,31,120,18,6,3.61,141,Moderate
1113,18-01-2024,Delhi,119,40,260,20,34,0.39,87,Moderate
1114,19-01-2024,Lucknow,159,59,83,82,28,2.73,61,Moderate
1115,20-01-2024,Hyderabad,174,189,34,16,20,3.84,81,Moderate
1116,21-01-2024,Kanpur,242,188,200,25,66,3.56,166,Poor
1117,22-01-2024,Chennai,250,268,311,13,14,3.72,13,Poor
1118,23-01-2024,Delhi,211,121,386,29,38,0.94,147,Poor
1119,24-01-2024,Lucknow,179,60,129,69,62,1.78,160,Moderate
1120,25-01-2024,Bhopal,271,235,364,18,25,3.79,107,Poor
1121,26-01-2024,Mumbai,184,119,283,34,54,0.69,90,Moderate
1122,27-01-2024,Patna,245,248,76,71,19,2.33,102,Poor
1123,28-01-2024,Bhopal,260,295,389,10,12,1.61,39,Poor
1124,29-01-2024,Kanpur,261,155,253,81,41,3.15,123,Poor
1125,30-01-2024,Kolkata,258,293,228,42,56,1.01,27,Poor
1126,31-01-2024,Kolkata,198,198,111,6,64,3.09,111,Moderate
1127,01-02-2024,Bhopal,315,277,357,91,12,0.71,111,Very Poor
1128,02-02-2024,Jaipur,229,62,399,119,23,0.48,60,Poor
1129,03-02-2024,Kolkata,258,112,324,113,53,0.73,118,Poor
1130,04-02-2024,Bhopal,320,152,385,103,76,2.75,174,Very Poor
1131,05-02-2024,Chennai,313,192,263,90,79,4.29,134,Very Poor
1132,06-02-2024,Kolkata,216,152,95,103,60,0.66,74,Poor
1133,07-02-2024,Mumbai,241,264,138,85,19,0.33,23,Poor
1134,08-02-2024,Lucknow,256,265,367,8,24,1.85,93,Poor
1135,09-02-2024,Chennai,292,165,338,84,14,3.47,179,Poor
1136,10-02-2024,Chennai,275,262,258,30,39,3.05,135,Poor
1137,11-02-2024,Bhopal,219,143,297,48,71,2.55,18,Poor
1138,12-02-2024,Kolkata,203,70,216,62,42,3.87,123,Poor
1139,13-02-2024,Lucknow,112,28,36,27,73,3.04,87,Moderate
1140,14-02-2024,Mumbai,268,261,240,22,41,3.28,134,Poor
1141,15-02-2024,Chennai,336,261,357,75,71,2.66,131,Very Poor
1142,16-02-2024,Bhopal,171,90,279,12,52,1.33,161,Moderate
1143,17-02-2024,Lucknow,174,190,165,46,9,0.32,21,Moderate
1144,18-02-2024,Jaipur,284,197,198,108,76,0.32,170,Poor
1145,19-02-2024,Jaipur,244,204,69,59,46,4.47,115,Poor
1146,20-02-2024,Hyderabad,159,38,358,36,33,1.21,89,Moderate
1147,21-02-2024,Delhi,141,53,372,13,41,0.69,53,Moderate
1148,22-02-2024,Hyderabad,258,285,186,9,60,3.03,118,Poor
1149,23-02-2024,Delhi,279,273,235,39,4,3.19,160,Poor
1150,24-02-2024,Kolkata,229,172,213,78,51,1.59,35,Poor
1151,25-02-2024,Jaipur,230,61,373,91,28,1.64,138,Poor
1152,26-02-2024,Kolkata,219,95,334,43,48,4.37,61,Poor
1153,27-02-2024,Hyderabad,150,48,294,32,38,1.34,86,Moderate
1154,28-02-2024,Mumbai,270,215,135,84,13,3.29,158,Poor
1155,29-02-2024,Bhopal,218,182,159,13,74,3.65,131,Poor
1156,01-03-2024,Chennai,233,117,197,106,11,3,87,Poor
1157,02-03-2024,Bhopal,260,163,241,89,71,1.55,116,Poor
1158,03-03-2024,Lucknow,271,138,339,70,60,3.09,150,Poor
1159,04-03-2024,Kolkata,244,19,341,95,68,3.91,157,Poor
1160,05-03-2024,Chennai,285,119,358,110,61,1.35,173,Poor
1161,06-03-2024,Kolkata,304,232,309,98,9,2.45,103,Very Poor
1162,07-03-2024,Jaipur,163,85,143,24,40,3.83,115,Moderate
1163,08-03-2024,Lucknow,160,42,344,31,54,1.35,83,Moderate
1164,09-03-2024,Lucknow,246,141,371,81,32,1.95,39,Poor
1165,10-03-2024,Bhopal,154,108,34,36,41,2.2,153,Moderate
1166,11-03-2024,Lucknow,307,226,351,120,6,1.07,79,Very Poor
1167,12-03-2024,Delhi,179,24,152,106,37,3.03,55,Moderate
1168,13-03-2024,Mumbai,180,258,30,12,12,1.55,86,Moderate
1169,14-03-2024,Kanpur,254,218,206,90,13,1.91,45,Poor
1170,15-03-2024,Hyderabad,265,67,312,99,66,4.21,143,Poor
1171,16-03-2024,Jaipur,247,278,148,68,13,1.22,41,Poor
1172,17-03-2024,Bhopal,298,178,319,99,51,3.67,70,Poor
1173,18-03-2024,Kolkata,127,121,93,18,24,1.12,80,Moderate
1174,19-03-2024,Jaipur,288,219,150,115,77,0.44,146,Poor
1175,20-03-2024,Patna,182,67,182,74,56,2.24,73,Moderate
1176,21-03-2024,Hyderabad,190,84,205,65,49,3.73,15,Moderate
1177,22-03-2024,Patna,212,27,398,89,8,3.17,71,Poor
1178,23-03-2024,Chennai,287,292,216,44,48,4.08,41,Poor
1179,24-03-2024,Patna,221,131,246,54,3,4.11,110,Poor
1180,25-03-2024,Kolkata,217,164,66,110,32,1.48,51,Poor
